Week,None,D0-D4,D1-D4,D2-D4,D3-D4,D4,DSCI
2007-02-06,76.68,23.32,4.00,0.00,0.00,0.00,27
2007-01-30,81.23,18.77,6.20,1.75,0.00,0.00,27
2007-01-23,82.17,17.83,6.20,1.75,0.00,0.00,26
2007-01-16,72.24,27.76,6.26,1.57,0.00,0.00,36
2007-01-09,66.16,33.84,5.88,0.69,0.00,0.00,40
2007-01-02,56.84,43.16,6.51,0.81,0.00,0.00,50
2006-12-26,59.48,40.52,6.98,1.30,0.00,0.00,49
2006-12-19,58.66,41.34,7.77,1.30,0.00,0.00,50
2006-12-12,76.01,23.99,5.86,0.92,0.00,0.00,31
2006-12-05,80.86,19.14,5.37,0.95,0.00,0.00,25
2006-11-28,82.15,17.85,6.05,1.01,0.00,0.00,25
2006-11-21,76.77,23.23,7.51,0.09,0.00,0.00,31
2006-11-14,67.23,32.77,13.79,0.08,0.00,0.00,47
2006-11-07,67.23,32.77,12.32,0.08,0.00,0.00,45
2006-10-31,57.43,42.57,16.70,1.28,0.07,0.00,61
2006-10-24,51.88,48.12,21.19,1.59,0.07,0.00,71
2006-10-17,42.68,57.32,25.58,1.38,0.07,0.00,84
2006-10-10,39.84,60.16,32.49,1.36,0.00,0.00,94
2006-10-03,42.46,57.54,26.33,0.40,0.00,0.00,84
2006-09-26,46.37,53.63,19.96,0.40,0.00,0.00,74
2006-09-19,41.54,58.46,28.12,0.93,0.00,0.00,87
2006-09-12,35.77,64.23,38.66,22.36,1.39,0.00,127
2006-09-05,27.31,72.69,40.55,24.82,1.39,0.00,139
2006-08-29,21.11,78.89,46.63,24.85,1.39,0.00,152
2006-08-22,17.66,82.34,56.28,28.67,3.65,0.00,171
2006-08-15,19.51,80.49,52.10,25.49,3.65,0.00,162
2006-08-08,23.93,76.07,56.97,27.67,7.89,0.00,169
2006-08-01,31.00,69.00,49.20,23.72,7.85,0.00,150
2006-07-25,33.45,66.55,49.50,24.28,7.85,0.00,148
2006-07-18,35.02,64.98,46.17,21.81,7.85,0.00,141
2006-07-11,42.02,57.98,37.49,9.69,4.11,0.00,109
2006-07-04,40.68,59.32,33.47,8.75,4.54,0.00,106
2006-06-27,42.68,57.32,25.47,7.24,4.54,0.00,95
2006-06-20,34.50,65.50,27.93,8.82,4.54,0.00,107
2006-06-13,30.16,69.84,34.31,8.18,4.54,0.00,117
2006-06-06,36.15,63.85,28.48,7.56,2.91,0.00,103
2006-05-30,39.26,60.74,23.69,4.65,0.00,0.00,89
2006-05-23,50.98,49.02,22.68,4.76,0.00,0.00,76
2006-05-16,48.31,51.69,21.34,4.06,0.00,0.00,77
2006-05-09,33.26,66.74,21.45,2.14,0.00,0.00,90
2006-05-02,31.13,68.87,26.55,4.73,0.00,0.00,100
2006-04-25,27.81,72.19,32.03,14.17,3.11,0.00,122
2006-04-18,28.74,71.26,32.66,13.75,2.41,0.00,120
2006-04-11,36.15,63.85,27.05,7.08,0.08,0.00,98
2006-04-04,32.76,67.24,20.45,2.69,0.08,0.00,90
2006-03-28,48.21,51.79,16.81,2.69,0.08,0.00,71
2006-03-21,57.36,42.64,9.82,1.50,0.08,0.00,54
2006-03-14,61.76,38.24,11.84,3.26,1.16,0.21,55
2006-03-07,65.53,34.47,11.74,4.89,2.53,0.80,54
2006-02-28,71.11,28.89,9.63,4.71,2.53,0.80,47
2006-02-21,78.46,21.54,8.77,4.71,2.53,0.72,38
2006-02-14,79.78,20.22,7.89,5.83,2.69,0.50,37
2006-02-07,73.92,26.08,10.89,7.12,3.52,0.48,48
2006-01-31,66.49,33.51,18.24,7.74,3.68,0.49,64
2006-01-24,61.77,38.23,22.72,9.12,4.59,0.66,75
2006-01-17,51.49,48.51,26.65,9.94,3.92,0.66,90
2006-01-10,50.83,49.17,22.57,10.20,3.92,0.66,87
2006-01-03,67.78,32.22,19.90,9.71,1.84,0.66,64
2005-12-27,67.05,32.95,19.72,7.32,1.84,0.66,63
2005-12-20,65.71,34.29,20.12,7.32,1.84,0.66,64
2005-12-13,58.44,41.56,24.28,7.24,1.01,0.00,74
2005-12-06,55.94,44.06,23.62,6.25,0.64,0.00,75
2005-11-29,50.12,49.88,22.74,4.92,0.00,0.00,78
2005-11-22,30.97,69.03,27.46,4.54,0.00,0.00,101
2005-11-15,21.76,78.24,32.63,2.86,0.00,0.00,114
2005-11-08,32.63,67.37,36.92,3.20,0.00,0.00,107
2005-11-01,37.34,62.66,17.34,2.84,0.00,0.00,83
2005-10-25,63.68,36.32,10.79,1.97,0.00,0.00,49
2005-10-18,72.43,27.57,7.19,2.17,0.00,0.00,37
2005-10-11,75.13,24.87,5.56,1.66,0.00,0.00,32
2005-10-04,66.61,33.39,16.59,2.75,0.00,0.00,53
2005-09-27,70.12,29.88,9.46,0.00,0.00,0.00,39
